book_title,book_author,book_translator,book_pub_date,book_isbn
만들면서 배우는 스파인 2D 게임 애니메이션,이동연 ,,2017-02-01,9788968484629
밑바닥부터 시작하는 딥러닝,사이토 고키 ,개앞맵시(이복연) ,2017-01-03,9788968484636
"IT CookBook, Android Studio를 활용한 안드로이드 프로그래밍(개정판)","우재남 , 박길식 ",,2017-02-01,9791156643128
러스트 핵심 노트,이보 발바르트 ,옥찬호 ,2017-02-14,9788968488429
The Nature of Software Development,론 제프리스 ,이기곤 ,2016-12-31,9788968484650
이것이 우분투 리눅스다,우재남 ,,2017-02-01,9788968484612
러닝 PHP,데이비드 스클라 ,정병열 ,2017-04-01,9788968483486
신경망 첫걸음,타리크 라시드 ,송교석 ,2017-04-03,9788968483509
직접 설계하고 개발하는 IoT 백신(초급),이창우 ,,2017-04-07,9788968487361
객체지향 소프트웨어 공학,최은만 ,,2017-04-10,9791156643197
아마존 웹 서비스 인 액션,"안드레아스 비티히, 미하엘 비티히 ",모파상(백영상) ,2017-05-01,9788968483585
"가상현실 이론부터 모바일, PC, 웹 개발까지 VR 첫걸음",토니 파리시 ,안명욱 ,2017-04-07,9788968488481
코드로 인프라 관리하기,키프 모리스 ,강재준 ,2017-03-01,9788968483431
이펙티브 디버깅,디오미디스 스피넬리스 ,남기혁 ,2017-05-20,9788968487781
비즈니스 블록체인,윌리엄 무가야 ,"박지훈 , 류희원 ",2017-05-02,9788968483592
아무것도 모르고 시작하는 인공지능 첫걸음,히가시나카 류이치로 ,진솔 ,2018-06-01,9791162240809
머신러닝 실무 프로젝트,"아리가 미치아키(有賀 康顕) , 나카야마 신타(中山 心太) , 니시바야시 다카시(西林 孝) ",심효섭 ,2018-06-05,9791162240816
엔지니어를 위한 블록체인 프로그래밍,다고모리 데루히로 ,심효섭 ,2018-06-01,9791162240694
Hello Coding 한입에 쏙 파이썬,"김왼손 , 김태간 ",,2018-06-20,9791162240854
고객이 보이는 구글 애널리틱스,문준영 ,,2018-06-15,9791162240878
이것이 C#이다,박상현 ,,2018-07-01,9791162240861
그것이 R고 싶다,양중기 ,,2018-07-09,9791162240885
우아한 사이파이,"스테판 판데르발트 , 해리엇 대시나우 ",최길우 ,2018-06-01,9791162240748
처음 배우는 암호화,장필리프 오마송 ,류광 ,2018-07-20,9791162240977
함수형 자바스크립트,루이스 아텐시오 ,이일웅 ,2018-02-01,9791162240427
이것이 우분투 리눅스다,우재남 ,,2017-02-01,9788968484612
러닝 HTTP/2,"스티븐 루딘 , 하비에르 가르사 ",강재준 ,2018-01-22,9791162240434
쉽고 빠르게 합격하는 COS 2급,이연란 ,,2018-02-12,9791156643692
Head First Android Development : 개념과 구조를 머릿속에 그려주는 안드로이드 개발 입문서(개정판),"돈 그리피스 , 데이비드 그리피스 ",우정은 ,2018-07-15,9791162240953
나의 첫 안드로이드 : 처음 시작하는 개발자를 위한,한동호 ,,2018-07-16,9791162240960
"SWedu, 앱 인벤터",이종원 ,,2018-06-04,9791156643968
처음 배우는 데이터 과학,필드 케이디 ,최근우 ,2018-02-19,9791162240472
러닝 리액트,"알렉스 뱅크스 , 이브 포셀로 ",오현석 ,2018-02-13,9791162240373
딥러닝의 정석,니킬 부두마 ,"고광원 , 금경목 ",2018-02-26,9791162240519
자바 프로젝트 필수 유틸리티,"쇼다 츠야노 , 전민수 ",배효진 ,2018-05-01,9791162240700
Vue.js 첫걸음,이지호 ,,2018-04-02,9791162240618
NDC ART BOOK 2017,2017년 넥슨 개발자 콘퍼런스 아트 전시회 참여 작가 ,,2017-04-28,9788968483516
처음 배우는 딥러닝 수학,"와쿠이 요시유키 , 와쿠이 사다미 ",,2018-02-01,9791162240441
Make: 액션,사이먼 몽크 ,임지순 ,2016-12-06,9788968484674
아두이노 101,서영배 ,,2016-10-15,9788968484780
처음 시작하는 드론,"테리 킬비 , 베린다 킬비 ","이하영 , 감수자_김용현 ",2016-10-01,9788968484841
전자부품 백과사전 vol.3,"찰스 플랫 , 프레드릭 얀슨 ","배지은 , 이하영 ",2017-05-01,9788968483493
"피, 땀, 픽셀 : 트리플 A 게임은 어떻게 만들어지는가",제이슨 슈라이어 ,권혜정 ,2018-08-03,9791162241028
3D 프린팅을 위한 스케치업,리디아 클라인 ,민혜기 ,2017-05-01,9788968483578
2D 벡터 그래픽스 API 표준 OpenVG 프로그래밍(3판),이환용 ,,2018-04-25,9791162249680
Make: 드론,데이비드 맥그리피 ,"임지순 , 감수자_ 팹브로스 제작소 김용현, 정성일 ",2017-08-01,9788968488641
핸즈온 머신러닝,오렐리앙 제롱(Aurélien Géron) ,박해선 ,2018-04-27,9791162240731
움직이는 사물의 비밀: DIY를 위한 기계와 메커니즘의 기초,더스틴 로버츠 ,"랜덤웍스 , 윤진서(공역) ",2012-12-23,9788979149869
3D 프린터 101,"안상준 , 정재학 ",,2017-03-02,9788968483424
